full_text,sentimen,cleaned_text,cleanedNormalized_text,tokenisasiSastrawi,tokens_no_stopwords,tokens_stemmed,final_preprocessed_text
Jika suami KDRT tolonglah lapor polisi sayangi dirimu sendiri,positif,jika suami kdrt tolonglah lapor polisi sayangi dirimu sendiri,jika suami kdrt tolonglah lapor polisi sayangi dirimu sendiri,"['jika', 'suami', 'kdrt', 'tolonglah', 'lapor', 'polisi', 'sayangi', 'dirimu', 'sendiri']","['suami', 'kdrt', 'tolonglah', 'lapor', 'polisi', 'sayangi', 'dirimu', 'sendiri']","['suami', 'kdrt', 'tolong', 'lapor', 'polisi', 'sayang', 'diri', 'sendiri']",suami kdrt tolong lapor polisi sayang diri sendiri
Istri lapor kena KDRT suami juga lapor istri babak belur lengkap dengan surat dokter yang ditahan sang istri suami aman sentosa alasan sakit tidak bisa lebih heboh lagi ya pak sigit ngawur betul perlakuannya lah ini jelas-jelas videonya seperti itu masih dibantah,negatif,istri lapor kena kdrt suami juga lapor istri babak belur lengkap dengan surat dokter yang ditahan sang istri suami aman sentosa alasan sakit tidak bisa lebih heboh lagi ya pak sigit ngawur betul perlakuannya lah ini jelas jelas videonya seperti itu masih dibantah,istri lapor terkena kdrt suami juga lapor istri babak belur lengkap dengan surat dokter yang ditahan sang istri suami aman sentosa alasan sakit tidak bisa lebih heboh lagi ya pak sigit ngawur betul perlakuannya ini jelas jelas videonya seperti itu masih dibantah,"['istri', 'lapor', 'terkena', 'kdrt', 'suami', 'juga', 'lapor', 'istri', 'babak', 'belur', 'lengkap', 'dengan', 'surat', 'dokter', 'yang', 'ditahan', 'sang', 'istri', 'suami', 'aman', 'sentosa', 'alasan', 'sakit', 'tidak', 'bisa', 'lebih', 'heboh', 'lagi', 'ya', 'pak', 'sigit', 'ngawur', 'betul', 'perlakuannya', 'ini', 'jelas', 'jelas', 'videonya', 'seperti', 'itu', 'masih', 'dibantah']","['istri', 'lapor', 'terkena', 'kdrt', 'suami', 'lapor', 'istri', 'babak', 'belur', 'lengkap', 'surat', 'dokter', 'ditahan', 'sang', 'istri', 'suami', 'aman', 'sentosa', 'alasan', 'sakit', 'tidak', 'lebih', 'heboh', 'pak', 'sigit', 'ngawur', 'betul', 'perlakuannya', 'jelas', 'jelas', 'videonya', 'dibantah']","['istri', 'lapor', 'kena', 'kdrt', 'suami', 'lapor', 'istri', 'babak', 'bur', 'lengkap', 'surat', 'dokter', 'tahan', 'sang', 'istri', 'suami', 'aman', 'sentosa', 'alas', 'sakit', 'tidak', 'lebih', 'heboh', 'pak', 'sigit', 'ngawur', 'betul', 'laku', 'jelas', 'jelas', 'video', 'ban']",istri lapor kena kdrt suami lapor istri babak bur lengkap surat dokter tahan sang istri suami aman sentosa alas sakit tidak lebih heboh pak sigit ngawur betul laku jelas jelas video ban
 Karena semangat dalam undang-undang KDRT itu adalah untuk menyatukan kembali sebuah keluarga yang utuh 2016 korban lapor berakhir damai kembali serumah dgn pelaku dan KDRT lanjut sampai 2023 sampai korban hampir mati. LUKA BATINNYA YG UTUH PAK.,negatif,karena semangat dalam undang undang kdrt itu adalah untuk menyatukan kembali sebuah keluarga yang utuh korban lapor berakhir damai kembali serumah dgn pelaku dan kdrt lanjut sampai sampai korban hampir mati luka batinnya yg utuh pak,karena semangat dalam undang undang kdrt itu adalah untuk menyatukan kembali sebuah keluarga yang utuh korban lapor berakhir damai kembali serumah dengan pelaku dan kdrt lanjut sampai sampai korban hampir mati luka batinnya yang utuh pak,"['karena', 'semangat', 'dalam', 'undang', 'undang', 'kdrt', 'itu', 'adalah', 'untuk', 'menyatukan', 'kembali', 'sebuah', 'keluarga', 'yang', 'utuh', 'korban', 'lapor', 'berakhir', 'damai', 'kembali', 'serumah', 'dengan', 'pelaku', 'dan', 'kdrt', 'lanjut', 'sampai', 'sampai', 'korban', 'hampir', 'mati', 'luka', 'batinnya', 'yang', 'utuh', 'pak']","['semangat', 'undang', 'undang', 'kdrt', 'menyatukan', 'sebuah', 'keluarga', 'utuh', 'korban', 'lapor', 'berakhir', 'damai', 'serumah', 'pelaku', 'kdrt', 'lanjut', 'korban', 'hampir', 'mati', 'luka', 'batinnya', 'utuh', 'pak']","['semangat', 'undang', 'undang', 'kdrt', 'satu', 'buah', 'keluarga', 'utuh', 'korban', 'lapor', 'akhir', 'damai', 'rumah', 'laku', 'kdrt', 'lanjut', 'korban', 'hampir', 'mati', 'luka', 'batin', 'utuh', 'pak']",semangat undang undang kdrt satu buah keluarga utuh korban lapor akhir damai rumah laku kdrt lanjut korban hampir mati luka batin utuh pak
Kejadian nyata adik saya lapor polisi karena KDRT lalu dimediasi disuruh akur lagi saya sebagai adek merasa tidak bisa berkata-kata kalau ujung-ujungnya disuruh akur lagi lebih baik tidak usah lapor polisi cukup curhat saja dengan mertuanya,negatif,kejadian nyata adik saya lapor polisi karena kdrt lalu dimediasi disuruh akur lagi saya sebagai adek merasa tidak bisa berkata kata kalau ujung ujungnya disuruh akur lagi lebih baik tidak usah lapor polisi cukup curhat saja dengan mertuanya,kejadian nyata adik saya lapor polisi karena kdrt lalu dimediasi disuruh akur lagi saya sebagai adik merasa tidak bisa berkata kata kalau ujung ujungnya disuruh akur lagi lebih baik tidak usah lapor polisi cukup curhat saja dengan mertuanya,"['kejadian', 'nyata', 'adik', 'saya', 'lapor', 'polisi', 'karena', 'kdrt', 'lalu', 'dimediasi', 'disuruh', 'akur', 'lagi', 'saya', 'sebagai', 'adik', 'merasa', 'tidak', 'bisa', 'berkata', 'kata', 'kalau', 'ujung', 'ujungnya', 'disuruh', 'akur', 'lagi', 'lebih', 'baik', 'tidak', 'usah', 'lapor', 'polisi', 'cukup', 'curhat', 'saja', 'dengan', 'mertuanya']","['kejadian', 'nyata', 'adik', 'lapor', 'polisi', 'kdrt', 'lalu', 'dimediasi', 'disuruh', 'akur', 'adik', 'merasa', 'tidak', 'berkata', 'kata', 'kalau', 'ujung', 'ujungnya', 'disuruh', 'akur', 'lebih', 'baik', 'tidak', 'usah', 'lapor', 'polisi', 'cukup', 'curhat', 'mertuanya']","['nyata', 'adik', 'lapor', 'polisi', 'kdrt', 'lalu', 'mediasi', 'suruh', 'akur', 'adik', 'rasa', 'tidak', 'kata', 'kata', 'ujung', 'ujung', 'suruh', 'akur', 'lebih', 'baik', 'tidak', 'usah', 'lapor', 'polisi', 'cukup', 'curhat', 'mertua']",nyata adik lapor polisi kdrt lalu mediasi suruh akur adik rasa tidak kata kata ujung ujung suruh akur lebih baik tidak usah lapor polisi cukup curhat mertua
Korban mati-matian mengambil risiko sebelum melapor ke polisi eh malah disuruh kembali ke rumah ini yang membuat korban KDRT jarang melapor merasa tidak ada solusi dan bantuan sampai ada istilah korban KDRT baru bebas jika sudah meninggal hebat,negatif,korban mati matian mengambil risiko sebelum melapor ke polisi eh malah disuruh kembali ke rumah ini yang membuat korban kdrt jarang melapor merasa tidak ada solusi dan bantuan sampai ada istilah korban kdrt baru bebas jika sudah meninggal hebat,korban mati matian mengambil risiko sebelum melapor ke polisi eh disuruh kembali ke rumah ini yang membuat korban kdrt jarang melapor merasa tidak ada solusi dan bantuan sampai ada istilah korban kdrt baru bebas jika sudah meninggal hebat,"['korban', 'mati', 'matian', 'mengambil', 'risiko', 'sebelum', 'melapor', 'ke', 'polisi', 'eh', 'disuruh', 'kembali', 'ke', 'rumah', 'ini', 'yang', 'membuat', 'korban', 'kdrt', 'jarang', 'melapor', 'merasa', 'tidak', 'ada', 'solusi', 'dan', 'bantuan', 'sampai', 'ada', 'istilah', 'korban', 'kdrt', 'baru', 'bebas', 'jika', 'sudah', 'meninggal', 'hebat']","['korban', 'mati', 'matian', 'mengambil', 'risiko', 'melapor', 'polisi', 'eh', 'disuruh', 'rumah', 'membuat', 'korban', 'kdrt', 'jarang', 'melapor', 'merasa', 'tidak', 'solusi', 'bantuan', 'istilah', 'korban', 'kdrt', 'baru', 'bebas', 'meninggal', 'hebat']","['korban', 'mati', 'mati', 'ambil', 'risiko', 'lapor', 'polisi', 'eh', 'suruh', 'rumah', 'buat', 'korban', 'kdrt', 'jarang', 'lapor', 'rasa', 'tidak', 'solusi', 'bantu', 'istilah', 'korban', 'kdrt', 'baru', 'bebas', 'tinggal', 'hebat']",korban mati mati ambil risiko lapor polisi eh suruh rumah buat korban kdrt jarang lapor rasa tidak solusi bantu istilah korban kdrt baru bebas tinggal hebat
Itulah sebabnya saya pernah menyarankan seorang ibu korban KDRT verbal lebih baik ke psikolog saja daripada melapor ke institusi seragam abu-abu bakso karena seperti ini percuma,negatif,itulah sebabnya saya pernah menyarankan seorang ibu korban kdrt verbal lebih baik ke psikolog saja daripada melapor ke institusi seragam abu abu bakso karena seperti ini percuma,itulah sebabnya saya pernah menyarankan seorang ibu korban kdrt verbal lebih baik ke psikolog saja daripada melapor ke institusi seragam abu abu bakso karena seperti ini percuma,"['itulah', 'sebabnya', 'saya', 'pernah', 'menyarankan', 'seorang', 'ibu', 'korban', 'kdrt', 'verbal', 'lebih', 'baik', 'ke', 'psikolog', 'saja', 'daripada', 'melapor', 'ke', 'institusi', 'seragam', 'abu', 'abu', 'bakso', 'karena', 'seperti', 'ini', 'percuma']","['sebabnya', 'pernah', 'menyarankan', 'seorang', 'ibu', 'korban', 'kdrt', 'verbal', 'lebih', 'baik', 'psikolog', 'melapor', 'institusi', 'seragam', 'abu', 'abu', 'bakso', 'percuma']","['sebab', 'pernah', 'saran', 'orang', 'ibu', 'korban', 'kdrt', 'verbal', 'lebih', 'baik', 'psikolog', 'lapor', 'institusi', 'seragam', 'abu', 'abu', 'bakso', 'percuma']",sebab pernah saran orang ibu korban kdrt verbal lebih baik psikolog lapor institusi seragam abu abu bakso percuma
Kemarin kami menyebutkan pak Sigit @ListyoSigitP agar istri yang melapor kasus KDRT tidak dipidana Eh sekarang malah disuruh rujuk oleh Kapolda Solusi agar tidak dipidanakan bagaimana pak Kapolda Kok malah disuruh rujuk Sudah bagus istri tidak mati setelah mengalami KDRT malah disuruh begitu,negatif,kemarin kami menyebutkan pak sigit agar istri yang melapor kasus kdrt tidak dipidana eh sekarang malah disuruh rujuk oleh kapolda solusi agar tidak dipidanakan bagaimana pak kapolda kok malah disuruh rujuk sudah bagus istri tidak mati setelah mengalami kdrt malah disuruh begitu,kemarin kami menyebutkan pak sigit agar istri yang melapor kasus kdrt tidak dipidana eh sekarang disuruh rujuk oleh kapolda solusi agar tidak dipidanakan bagaimana pak kapolda kok disuruh rujuk sudah bagus istri tidak mati setelah mengalami kdrt disuruh begitu,"['kemarin', 'kami', 'menyebutkan', 'pak', 'sigit', 'agar', 'istri', 'yang', 'melapor', 'kasus', 'kdrt', 'tidak', 'dipidana', 'eh', 'sekarang', 'disuruh', 'rujuk', 'oleh', 'kapolda', 'solusi', 'agar', 'tidak', 'dipidanakan', 'bagaimana', 'pak', 'kapolda', 'kok', 'disuruh', 'rujuk', 'sudah', 'bagus', 'istri', 'tidak', 'mati', 'setelah', 'mengalami', 'kdrt', 'disuruh', 'begitu']","['kemarin', 'menyebutkan', 'pak', 'sigit', 'istri', 'melapor', 'kasus', 'kdrt', 'tidak', 'dipidana', 'eh', 'sekarang', 'disuruh', 'rujuk', 'kapolda', 'solusi', 'tidak', 'dipidanakan', 'bagaimana', 'pak', 'kapolda', 'kok', 'disuruh', 'rujuk', 'bagus', 'istri', 'tidak', 'mati', 'mengalami', 'kdrt', 'disuruh']","['kemarin', 'sebut', 'pak', 'sigit', 'istri', 'lapor', 'kasus', 'kdrt', 'tidak', 'pidana', 'eh', 'sekarang', 'suruh', 'rujuk', 'kapolda', 'solusi', 'tidak', 'pidana', 'pak', 'kapolda', 'suruh', 'rujuk', 'bagus', 'istri', 'tidak', 'mati', 'alami', 'kdrt', 'suruh']",kemarin sebut pak sigit istri lapor kasus kdrt tidak pidana eh sekarang suruh rujuk kapolda solusi tidak pidana pak kapolda suruh rujuk bagus istri tidak mati alami kdrt suruh
Perlu sekali dan seharusnya ini menjadi tugas polres untuk mengusut akar masalahnya dengan jelas Apalagi laporan istri lebih dulu diterima Kebiasaan laporan KDRT dari istri sering kali memakan waktu lama dengan proses mediasi segala Giliran yang melapor suami cepat sekali kenapa,negatif,perlu sekali dan seharusnya ini menjadi tugas polres untuk mengusut akar masalahnya dengan jelas apalagi laporan istri lebih dulu diterima kebiasaan laporan kdrt dari istri sering kali memakan waktu lama dengan proses mediasi segala giliran yang melapor suami cepat sekali kenapa,perlu sekali dan seharusnya ini menjadi tugas polres untuk mengusut akar masalahnya dengan jelas apalagi laporan istri lebih dulu diterima kebiasaan laporan kdrt dari istri sering kali memakan waktu lama dengan proses mediasi segala giliran yang melapor suami cepat sekali mengapa,"['perlu', 'sekali', 'dan', 'seharusnya', 'ini', 'menjadi', 'tugas', 'polres', 'untuk', 'mengusut', 'akar', 'masalahnya', 'dengan', 'jelas', 'apalagi', 'laporan', 'istri', 'lebih', 'dulu', 'diterima', 'kebiasaan', 'laporan', 'kdrt', 'dari', 'istri', 'sering', 'kali', 'memakan', 'waktu', 'lama', 'dengan', 'proses', 'mediasi', 'segala', 'giliran', 'yang', 'melapor', 'suami', 'cepat', 'sekali', 'mengapa']","['perlu', 'sekali', 'menjadi', 'tugas', 'polres', 'mengusut', 'akar', 'masalahnya', 'jelas', 'laporan', 'istri', 'lebih', 'dulu', 'diterima', 'kebiasaan', 'laporan', 'kdrt', 'istri', 'sering', 'kali', 'memakan', 'waktu', 'lama', 'proses', 'mediasi', 'segala', 'giliran', 'melapor', 'suami', 'cepat', 'sekali']","['perlu', 'sekali', 'tugas', 'polres', 'usut', 'akar', 'masalah', 'jelas', 'lapor', 'istri', 'lebih', 'dulu', 'terima', 'biasa', 'lapor', 'kdrt', 'istri', 'sering', 'kali', 'makan', 'waktu', 'lama', 'proses', 'mediasi', 'segala', 'gilir', 'lapor', 'suami', 'cepat', 'sekali']",perlu sekali tugas polres usut akar masalah jelas lapor istri lebih dulu terima biasa lapor kdrt istri sering kali makan waktu lama proses mediasi segala gilir lapor suami cepat sekali
Ada yang tau cara lapor ke polisi buat kasus KDRT sumpah ajg kesal udh menganggur kdrt ga memberi nafkah ajg Ya allah udh susah ditambah susah setan setan ,negatif,ada yang tau cara lapor ke polisi buat kasus kdrt sumpah ajg kesal udh menganggur kdrt ga memberi nafkah ajg ya allah udh susah ditambah susah setan setan,ada yang tahu cara lapor ke polisi buat kasus kdrt sumpah ajg kesal sudah menganggur kdrt tidak memberi nafkah ajg ya allah sudah susah ditambah susah setan setan,"['ada', 'yang', 'tahu', 'cara', 'lapor', 'ke', 'polisi', 'buat', 'kasus', 'kdrt', 'sumpah', 'ajg', 'kesal', 'sudah', 'menganggur', 'kdrt', 'tidak', 'memberi', 'nafkah', 'ajg', 'ya', 'allah', 'sudah', 'susah', 'ditambah', 'susah', 'setan', 'setan']","['tahu', 'cara', 'lapor', 'polisi', 'buat', 'kasus', 'kdrt', 'sumpah', 'ajg', 'kesal', 'menganggur', 'kdrt', 'tidak', 'memberi', 'nafkah', 'ajg', 'allah', 'susah', 'ditambah', 'susah', 'setan', 'setan']","['tahu', 'cara', 'lapor', 'polisi', 'buat', 'kasus', 'kdrt', 'sumpah', 'ajg', 'kesal', 'anggur', 'kdrt', 'tidak', 'beri', 'nafkah', 'ajg', 'allah', 'susah', 'tambah', 'susah', 'setan', 'setan']",tahu cara lapor polisi buat kasus kdrt sumpah ajg kesal anggur kdrt tidak beri nafkah ajg allah susah tambah susah setan setan
 korban mati-matian pusing ambil resiko sebelum lapor polisi eh malah disuruh balik kandang gini nih yg bikin korban kdrt jarang lapor berasa gada solusi dan bantuan. Sampai ada istilah korban kdrt bebasnya kalo udah mati. miris.,negatif,korban mati matian pusing ambil resiko sebelum lapor polisi eh malah disuruh balik kandang gini nih yg bikin korban kdrt jarang lapor berasa gada solusi dan bantuan sampai ada istilah korban kdrt bebasnya kalo udah mati miris,korban mati matian pusing ambil resiko sebelum lapor polisi eh disuruh balik kandang begini yang bikin korban kdrt jarang lapor berasa tidak ada solusi dan bantuan sampai ada istilah korban kdrt bebasnya kalau sudah mati miris,"['korban', 'mati', 'matian', 'pusing', 'ambil', 'resiko', 'sebelum', 'lapor', 'polisi', 'eh', 'disuruh', 'balik', 'kandang', 'begini', 'yang', 'bikin', 'korban', 'kdrt', 'jarang', 'lapor', 'berasa', 'tidak', 'ada', 'solusi', 'dan', 'bantuan', 'sampai', 'ada', 'istilah', 'korban', 'kdrt', 'bebasnya', 'kalau', 'sudah', 'mati', 'miris']","['korban', 'mati', 'matian', 'pusing', 'ambil', 'resiko', 'lapor', 'polisi', 'eh', 'disuruh', 'balik', 'kandang', 'begini', 'bikin', 'korban', 'kdrt', 'jarang', 'lapor', 'berasa', 'tidak', 'solusi', 'bantuan', 'istilah', 'korban', 'kdrt', 'bebasnya', 'kalau', 'mati', 'miris']","['korban', 'mati', 'mati', 'pusing', 'ambil', 'resiko', 'lapor', 'polisi', 'eh', 'suruh', 'balik', 'kandang', 'begini', 'bikin', 'korban', 'kdrt', 'jarang', 'lapor', 'asa', 'tidak', 'solusi', 'bantu', 'istilah', 'korban', 'kdrt', 'bebas', 'mati', 'miris']",korban mati mati pusing ambil resiko lapor polisi eh suruh balik kandang begini bikin korban kdrt jarang lapor asa tidak solusi bantu istilah korban kdrt bebas mati miris
segeralah lapor ke pihak kepolisian utk segera diurus masalah ini dan semoga dapat segera diselesaikan.,positif,segeralah lapor ke pihak kepolisian utk segera diurus masalah ini dan semoga dapat segera diselesaikan,segeralah lapor ke pihak kepolisian untuk segera diurus masalah ini dan semoga dapat segera diselesaikan,"['segeralah', 'lapor', 'ke', 'pihak', 'kepolisian', 'untuk', 'segera', 'diurus', 'masalah', 'ini', 'dan', 'semoga', 'dapat', 'segera', 'diselesaikan']","['segeralah', 'lapor', 'pihak', 'kepolisian', 'segera', 'diurus', 'masalah', 'semoga', 'segera', 'diselesaikan']","['segera', 'lapor', 'pihak', 'polisi', 'segera', 'urus', 'masalah', 'semoga', 'segera', 'selesai']",segera lapor pihak polisi segera urus masalah semoga segera selesai
Pak Kapolda enteng omong begitu karena gak merasakan apa yang dirasakan si istri tsb. Kalo lapor KDRT ya diproses sisi kekerasan suami terhadap istri soal bercerai ya itu diurus di pengadilan agama,negatif,pak kapolda enteng omong begitu karena gak merasakan apa yang dirasakan si istri tsb kalo lapor kdrt ya diproses sisi kekerasan suami terhadap istri soal bercerai ya itu diurus di pengadilan agama,pak kapolda enteng omong begitu karena tidak merasakan apa yang dirasakan si istri tersebut kalau lapor kdrt ya diproses sisi kekerasan suami terhadap istri soal bercerai ya itu diurus di pengadilan agama,"['pak', 'kapolda', 'enteng', 'omong', 'begitu', 'karena', 'tidak', 'merasakan', 'apa', 'yang', 'dirasakan', 'si', 'istri', 'tersebut', 'kalau', 'lapor', 'kdrt', 'ya', 'diproses', 'sisi', 'kekerasan', 'suami', 'terhadap', 'istri', 'soal', 'bercerai', 'ya', 'itu', 'diurus', 'di', 'pengadilan', 'agama']","['pak', 'kapolda', 'enteng', 'omong', 'tidak', 'merasakan', 'apa', 'dirasakan', 'si', 'istri', 'tersebut', 'kalau', 'lapor', 'kdrt', 'diproses', 'sisi', 'kekerasan', 'suami', 'istri', 'soal', 'bercerai', 'diurus', 'pengadilan', 'agama']","['pak', 'kapolda', 'enteng', 'omong', 'tidak', 'rasa', 'rasa', 'istri', 'sebut', 'lapor', 'kdrt', 'proses', 'sisi', 'keras', 'suami', 'istri', 'soal', 'cerai', 'urus', 'adil', 'agama']",pak kapolda enteng omong tidak rasa rasa istri sebut lapor kdrt proses sisi keras suami istri soal cerai urus adil agama
Heran sekali saya dengan orang yang menganggap KDRT itu privasi keluarga tetapi giliran yang kumpul kebo zinah hamil di luar nikah makan babi malah mereka urusin sampai mereka lapor sana sini,negatif,heran sekali saya dengan orang yang menganggap kdrt itu privasi keluarga tetapi giliran yang kumpul kebo zinah hamil di luar nikah makan babi malah mereka urusin sampai mereka lapor sana sini,heran sekali saya dengan orang yang menganggap kdrt itu privasi keluarga tetapi giliran yang kumpul kebo zinah hamil di luar nikah makan babi mereka urusin sampai mereka lapor sana sini,"['heran', 'sekali', 'saya', 'dengan', 'orang', 'yang', 'menganggap', 'kdrt', 'itu', 'privasi', 'keluarga', 'tetapi', 'giliran', 'yang', 'kumpul', 'kebo', 'zinah', 'hamil', 'di', 'luar', 'nikah', 'makan', 'babi', 'mereka', 'urusin', 'sampai', 'mereka', 'lapor', 'sana', 'sini']","['heran', 'sekali', 'orang', 'menganggap', 'kdrt', 'privasi', 'keluarga', 'giliran', 'kumpul', 'kebo', 'zinah', 'hamil', 'luar', 'nikah', 'makan', 'babi', 'urusin', 'lapor', 'sana', 'sini']","['heran', 'sekali', 'orang', 'anggap', 'kdrt', 'privasi', 'keluarga', 'gilir', 'kumpul', 'kebo', 'zinah', 'hamil', 'luar', 'nikah', 'makan', 'babi', 'urusin', 'lapor', 'sana', 'sini']",heran sekali orang anggap kdrt privasi keluarga gilir kumpul kebo zinah hamil luar nikah makan babi urusin lapor sana sini
Aneh bgt lapor kdrt malah dia yg jadi tersangka.,negatif,aneh bgt lapor kdrt malah dia yg jadi tersangka,aneh sangat lapor kdrt dia yang jadi tersangka,"['aneh', 'sangat', 'lapor', 'kdrt', 'dia', 'yang', 'jadi', 'tersangka']","['aneh', 'sangat', 'lapor', 'kdrt', 'jadi', 'tersangka']","['aneh', 'sangat', 'lapor', 'kdrt', 'sangka']",aneh sangat lapor kdrt sangka
 Biasanya korban KDRT klo sampai lapor polisi itu sudah berlangsung lama Pak. Jarang ada sekali dua kali KDRT istri langsung lapor,negatif,biasanya korban kdrt klo sampai lapor polisi itu sudah berlangsung lama pak jarang ada sekali dua kali kdrt istri langsung lapor,biasanya korban kdrt kalau sampai lapor polisi itu sudah berlangsung lama pak jarang ada sekali dua kali kdrt istri langsung lapor,"['biasanya', 'korban', 'kdrt', 'kalau', 'sampai', 'lapor', 'polisi', 'itu', 'sudah', 'berlangsung', 'lama', 'pak', 'jarang', 'ada', 'sekali', 'dua', 'kali', 'kdrt', 'istri', 'langsung', 'lapor']","['biasanya', 'korban', 'kdrt', 'kalau', 'lapor', 'polisi', 'berlangsung', 'lama', 'pak', 'jarang', 'sekali', 'kali', 'kdrt', 'istri', 'langsung', 'lapor']","['biasa', 'korban', 'kdrt', 'lapor', 'polisi', 'langsung', 'lama', 'pak', 'jarang', 'sekali', 'kali', 'kdrt', 'istri', 'langsung', 'lapor']",biasa korban kdrt lapor polisi langsung lama pak jarang sekali kali kdrt istri langsung lapor
Teman kerja saya kemarin menjadi korban KDRT oleh suaminya di depan rumahnya. Ironisnya yang membuat saya terdiam dan speechless adalah tetangganya yang melihat kejadian tersebut tetapi tidak ada yang membantu sama sekali malah pada merekam video setelah kejadian dan mengatakan kalau mau lapor polisi silakan boleh menggunakan bukti video ini,negatif,teman kerja saya kemarin menjadi korban kdrt oleh suaminya di depan rumahnya ironisnya yang membuat saya terdiam dan speechless adalah tetangganya yang melihat kejadian tersebut tetapi tidak ada yang membantu sama sekali malah pada merekam video setelah kejadian dan mengatakan kalau mau lapor polisi silakan boleh menggunakan bukti video ini,teman kerja saya kemarin menjadi korban kdrt oleh suaminya di depan rumahnya ironisnya yang membuat saya terdiam dan speechless adalah tetangganya yang melihat kejadian tersebut tetapi tidak ada yang membantu sama sekali pada merekam video setelah kejadian dan mengatakan kalau mau lapor polisi silakan boleh menggunakan bukti video ini,"['teman', 'kerja', 'saya', 'kemarin', 'menjadi', 'korban', 'kdrt', 'oleh', 'suaminya', 'di', 'depan', 'rumahnya', 'ironisnya', 'yang', 'membuat', 'saya', 'terdiam', 'dan', 'speechless', 'adalah', 'tetangganya', 'yang', 'melihat', 'kejadian', 'tersebut', 'tetapi', 'tidak', 'ada', 'yang', 'membantu', 'sama', 'sekali', 'pada', 'merekam', 'video', 'setelah', 'kejadian', 'dan', 'mengatakan', 'kalau', 'mau', 'lapor', 'polisi', 'silakan', 'boleh', 'menggunakan', 'bukti', 'video', 'ini']","['teman', 'kerja', 'kemarin', 'menjadi', 'korban', 'kdrt', 'suaminya', 'depan', 'rumahnya', 'ironisnya', 'membuat', 'terdiam', 'speechless', 'tetangganya', 'melihat', 'kejadian', 'tersebut', 'tidak', 'membantu', 'sama', 'sekali', 'merekam', 'video', 'kejadian', 'mengatakan', 'kalau', 'mau', 'lapor', 'polisi', 'silakan', 'menggunakan', 'bukti', 'video']","['teman', 'kerja', 'kemarin', 'korban', 'kdrt', 'suami', 'depan', 'rumah', 'ironis', 'buat', 'diam', 'speechless', 'tetangga', 'lihat', 'sebut', 'tidak', 'bantu', 'sama', 'sekali', 'rekam', 'video', 'kata', 'lapor', 'polisi', 'sila', 'guna', 'bukti', 'video']",teman kerja kemarin korban kdrt suami depan rumah ironis buat diam speechless tetangga lihat sebut tidak bantu sama sekali rekam video kata lapor polisi sila guna bukti video
Iya korban pelaku bisa lapor semua jadi gini akhirnya bakal jadi role model buat yang lain kalau lo korban lapor lo jadi tersangka dan itu kenyataan makanan UU KDRT yang lo agungkan,negatif,iya korban pelaku bisa lapor semua jadi gini akhirnya bakal jadi role model buat yang lain kalau lo korban lapor lo jadi tersangka dan itu kenyataan makanan uu kdrt yang lo agungkan,iya korban pelaku bisa lapor semua jadi begini akhirnya akan jadi role model buat yang lain kalau kamu korban lapor kamu jadi tersangka dan itu kenyataan makanan uu kdrt yang kamu agungkan,"['iya', 'korban', 'pelaku', 'bisa', 'lapor', 'semua', 'jadi', 'begini', 'akhirnya', 'akan', 'jadi', 'role', 'model', 'buat', 'yang', 'lain', 'kalau', 'kamu', 'korban', 'lapor', 'kamu', 'jadi', 'tersangka', 'dan', 'itu', 'kenyataan', 'makanan', 'uu', 'kdrt', 'yang', 'kamu', 'agungkan']","['iya', 'korban', 'pelaku', 'lapor', 'semua', 'jadi', 'begini', 'akhirnya', 'jadi', 'role', 'model', 'buat', 'kalau', 'kamu', 'korban', 'lapor', 'kamu', 'jadi', 'tersangka', 'kenyataan', 'makanan', 'uu', 'kdrt', 'kamu', 'agungkan']","['iya', 'korban', 'laku', 'lapor', 'semua', 'begini', 'akhir', 'role', 'model', 'buat', 'korban', 'lapor', 'sangka', 'nyata', 'makan', 'uu', 'kdrt', 'agung']",iya korban laku lapor semua begini akhir role model buat korban lapor sangka nyata makan uu kdrt agung
